Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID	Gene name	Gene type
7	140226365	140232998	1	ENSMUSG00000094819	Or13a20	protein_coding
5	65920864	65987451	1	ENSMUSG00000037795	N4bp2	protein_coding
7	140239843	140258493	1	ENSMUSG00000059136	Or13a25	protein_coding
7	140249039	140249650	-1	ENSMUSG00000109892	Or12m1-ps1	unprocessed_pseudogene
7	140261864	140276758	1	ENSMUSG00000066122	Or13a17	protein_coding
7	140277180	140285519	1	ENSMUSG00000057997	Or13a26	protein_coding
7	102700507	102701466	1	ENSMUSG00000073960	Or51f1d	protein_coding
7	102731092	102737522	1	ENSMUSG00000073959	Or52r1c	protein_coding
7	102746927	102747956	1	ENSMUSG00000078080	Or51f1e	protein_coding
7	102767610	102774845	-1	ENSMUSG00000066268	Or51a5	protein_coding
2	139675400	139908725	-1	ENSMUSG00000039033	Tasp1	protein_coding
7	102783583	102784530	1	ENSMUSG00000080891	Or51l1-ps1	protein_coding
7	102784950	102785250	1	ENSMUSG00000082714	Gm15120	processed_pseudogene
7	102790086	102797071	1	ENSMUSG00000084262	Or51p1	protein_coding
7	102797205	102797867	-1	ENSMUSG00000083254	Gm15116	processed_pseudogene
7	102803999	102805563	-1	ENSMUSG00000051362	Or52e2	protein_coding
5	65934357	65934550	1	ENSMUSG00002076604	Gm56128	snoRNA
7	103531861	103532211	-1	ENSMUSG00000083854	Dnajc19-ps	processed_pseudogene
5	65935357	65937861	1	ENSMUSG00000106682	Gm42648	TEC
7	103538692	103543692	-1	ENSMUSG00000063615	Or51b17	protein_coding
5	66010675	66012301	1	ENSMUSG00000106713	Gm42645	TEC
5	66014661	66015574	1	ENSMUSG00000106776	Gm42646	TEC
5	66016660	66017362	1	ENSMUSG00000106681	Gm43004	TEC
7	103552694	103557857	1	ENSMUSG00000110259	Or51b6	protein_coding
5	66018556	66054043	1	ENSMUSG00000029204	Rhoh	protein_coding
7	103578032	103578991	1	ENSMUSG00000042219	Or51m1	protein_coding
7	103583554	103589786	1	ENSMUSG00000073938	Or51ai2	protein_coding
7	103588961	103589120	1	ENSMUSG00000109837	Gm45655	unprocessed_pseudogene
5	66041764	66069732	-1	ENSMUSG00000120171		lncRNA
7	103593644	103598170	1	ENSMUSG00000073937	Or51k2	protein_coding
5	66068041	66068766	1	ENSMUSG00000120641		lncRNA
5	66068967	66073289	1	ENSMUSG00000107254	Gm43769	TEC
7	103605619	103606573	1	ENSMUSG00000080751	Or51k7	protein_coding
5	66086181	66086595	-1	ENSMUSG00000120547		lncRNA
7	103620359	103636747	1	ENSMUSG00000094520	Or51q1	protein_coding
5	66092264	66134669	1	ENSMUSG00000029205	Chrna9	protein_coding
7	103622766	103626314	-1	ENSMUSG00000082281	Gm4886	processed_pseudogene
7	103638309	103639243	-1	ENSMUSG00000055621	Or51k3-ps1	unprocessed_pseudogene
7	103645198	103645668	1	ENSMUSG00000084236	Or51k4-ps1	unprocessed_pseudogene
7	103647953	103653564	1	ENSMUSG00000094063	Or51q1c	protein_coding
7	103655438	103666510	-1	ENSMUSG00000066263	Or51k1	protein_coding
7	104653426	104653836	-1	ENSMUSG00000110041	Or52e54-ps1	unprocessed_pseudogene
7	104655520	104656465	-1	ENSMUSG00000109671	Or52e53-ps1	unprocessed_pseudogene
5	66108648	66109548	1	ENSMUSG00000106768	4930480C01Rik	TEC
5	66121194	66122771	1	ENSMUSG00000107049	Gm43771	TEC
7	104670577	104677667	-1	ENSMUSG00000096773	Or52e8b	protein_coding
5	66136701	66161628	-1	ENSMUSG00000054598	9130230L23Rik	lncRNA
2	35326333	35327323	-1	ENSMUSG00000106856	Gm43761	TEC
7	104681905	104686957	1	ENSMUSG00000073915	Or52e7	protein_coding
2	35373396	35373917	-1	ENSMUSG00000081841	Gm13444	processed_pseudogene
2	35381225	35381531	-1	ENSMUSG00000081421	Gm13445	processed_pseudogene
2	35393543	35396102	1	ENSMUSG00000085668	Gm35202	lncRNA
2	139705217	139705644	1	ENSMUSG00000084207	Gm14070	processed_pseudogene
5	66146388	66146461	1	ENSMUSG00002076702	Gm56135	miRNA
2	35439550	35448714	-1	ENSMUSG00000086555	Gm13446	lncRNA
7	104700579	104708213	1	ENSMUSG00000073914	Or52e4	protein_coding
5	143827559	143834503	-1	ENSMUSG00000029607	Ankrd61	protein_coding
7	104709441	104710081	1	ENSMUSG00000109676	Gm8913	processed_pseudogene
2	113884816	113895349	1	ENSMUSG00000092397	C130080G10Rik	lncRNA
7	104713682	104720846	1	ENSMUSG00000073913	Or52e5	protein_coding
7	104726125	104727390	1	ENSMUSG00000109972	Gm17989	processed_pseudogene
7	104727637	104729287	-1	ENSMUSG00000110293	Gm45557	lncRNA
7	104730412	104739849	1	ENSMUSG00000096029	Or56a3	protein_coding
5	143839522	143846665	-1	ENSMUSG00000029610	Aimp2	protein_coding
2	139914952	139915389	-1	ENSMUSG00000080006	Rps19-ps7	processed_pseudogene
7	104739909	104742024	-1	ENSMUSG00000041885	Or56a41	protein_coding
2	139951942	139952322	-1	ENSMUSG00000083110	Gm14073	processed_pseudogene
2	139961803	140012484	-1	ENSMUSG00000045624	Esf1	protein_coding
7	104755237	104757028	1	ENSMUSG00000110117	Gm17990	processed_pseudogene
7	104757512	104759406	-1	ENSMUSG00000109742	Gm45558	lncRNA
7	104766043	104774730	1	ENSMUSG00000095248	Or56a3b	protein_coding
7	104775573	104777642	-1	ENSMUSG00000059768	Or56a42-ps1	protein_coding
7	105017437	105018562	1	ENSMUSG00000073906	Or52w1	protein_coding
5	143846782	143870786	1	ENSMUSG00000079109	Pms2	protein_coding
7	105020418	105049261	-1	ENSMUSG00000044465	Fhip1b	protein_coding
2	139993963	139995452	1	ENSMUSG00000078197	Gm17374	protein_coding
2	140012569	140045609	1	ENSMUSG00000027384	Ndufaf5	protein_coding
2	140071775	140231626	-1	ENSMUSG00000074764	Sel1l2	protein_coding
2	26272814	26279328	-1	ENSMUSG00000026927	Entr1	protein_coding
11	93928044	93928454	-1	ENSMUSG00000081604	Gm11518	processed_pseudogene
5	143859395	143917809	-1	ENSMUSG00000091351	Gm17135	lncRNA
11	94024244	94046605	1	ENSMUSG00000086003	B230206L02Rik	lncRNA
5	143864993	143874127	1	ENSMUSG00000104633	Gm42421	lncRNA
5	143869853	143922537	1	ENSMUSG00000075569	Rsph10b	protein_coding
11	94101239	94101636	1	ENSMUSG00000120459		lncRNA
11	94102280	94106321	1	ENSMUSG00000037573	Tob1	protein_coding
11	94126782	94136831	-1	ENSMUSG00000044177	Wfikkn2	protein_coding
7	105024245	105027584	1	ENSMUSG00000078611	Gm5901	protein_coding
11	94172699	94177079	1	ENSMUSG00000094091	Ankrd40cl	protein_coding
5	143924727	143951695	-1	ENSMUSG00000029617	Ccz1	protein_coding
7	105049521	105051099	1	ENSMUSG00000110366	Gm45885	lncRNA
7	105053775	105057949	1	ENSMUSG00000030897	Cnga4	protein_coding
11	94178716	94212814	-1	ENSMUSG00000020863	Luc7l3	protein_coding
7	105061927	105063180	-1	ENSMUSG00000109609	Gm4972	processed_pseudogene
7	105129290	105131507	-1	ENSMUSG00000037060	Cavin3	protein_coding
2	113931651	114017505	-1	ENSMUSG00000040383	Aqr	protein_coding
7	105131134	105132449	1	ENSMUSG00000109735	Gm45667	TEC
7	26746319	26747132	1	ENSMUSG00000108637	Gm4290	processed_pseudogene
7	26747925	26748463	-1	ENSMUSG00000118450	Gm50480	unprocessed_pseudogene
7	26766881	26767238	1	ENSMUSG00000108682	Gm29754	processed_pseudogene
5	143950816	143950919	1	ENSMUSG00000119602	Gm24311	snRNA
7	26819334	26833085	1	ENSMUSG00000052974	Cyp2f2	protein_coding
5	143956622	143963488	-1	ENSMUSG00000029618	Ocm	protein_coding
5	144004236	144006008	-1	ENSMUSG00000105150	Gm43615	processed_pseudogene
5	144037254	144125022	1	ENSMUSG00000038970	Lmtk2	protein_coding
7	26823906	26830099	-1	ENSMUSG00000086868	Gm15883	lncRNA
7	26847815	26848061	-1	ENSMUSG00000108306	Gm44640	processed_pseudogene
7	26853139	26858093	1	ENSMUSG00000078787	Cyp2t4	protein_coding
5	144047634	144048590	-1	ENSMUSG00000098039	Gm26925	processed_pseudogene
5	124065481	124107958	1	ENSMUSG00000061882	Ccdc62	protein_coding
7	26858083	26866227	-1	ENSMUSG00000058709	Egln2	protein_coding
5	124170424	124214362	1	ENSMUSG00000106261	Gm34086	lncRNA
5	124173264	124190415	-1	ENSMUSG00000104818	Gm43661	lncRNA
5	124199593	124233861	-1	ENSMUSG00000029408	Abcb9	protein_coding
7	26867849	26878321	-1	ENSMUSG00000053291	Rab4b	protein_coding
2	113980997	113981051	-1	ENSMUSG00000098464	Mir7002	miRNA
2	114023942	114031950	-1	ENSMUSG00000040321	Zfp770	protein_coding
2	114100592	114100909	1	ENSMUSG00002075961	Gm56454	misc_RNA
2	114102655	114103916	-1	ENSMUSG00000101266	Gm29234	lncRNA
7	26867855	26880511	-1	ENSMUSG00000095538	Gm21983	protein_coding
2	140237229	142234886	1	ENSMUSG00000068205	Macrod2	protein_coding
7	26875431	26875518	-1	ENSMUSG00000093348	Mir3101	miRNA
7	26879167	26880582	-1	ENSMUSG00000089661	Mia	protein_coding
11	94218827	94232667	1	ENSMUSG00000020864	Ankrd40	protein_coding
5	124242612	124250327	-1	ENSMUSG00000085433	Gm16001	lncRNA
7	26886430	26895696	-1	ENSMUSG00000061479	Snrpa	protein_coding
5	124250360	124253546	1	ENSMUSG00000023707	Ogfod2	protein_coding
11	94234121	94283823	-1	ENSMUSG00000020865	Abcc3	protein_coding
7	26895206	26909611	1	ENSMUSG00000078786	BC024978	protein_coding
7	26904961	26905080	1	ENSMUSG00000080533	Mir1191	miRNA
7	26906597	26928086	-1	ENSMUSG00000003752	Itpkc	protein_coding
2	140282461	140282567	-1	ENSMUSG00000119045	Gm23846	snRNA
2	140492834	140513389	-1	ENSMUSG00000051379	Flrt3	protein_coding
7	26932448	26957375	1	ENSMUSG00000003762	Coq8b	protein_coding
5	124254152	124256259	1	ENSMUSG00000029404	Arl6ip4	protein_coding
2	140797685	140798169	-1	ENSMUSG00000081731	Calr-ps	processed_pseudogene
2	140969200	140969985	1	ENSMUSG00000083274	Zcchc9-ps	processed_pseudogene
2	141071590	141077346	-1	ENSMUSG00000074763	Macrod2os2	lncRNA
2	141072351	141128911	-1	ENSMUSG00000086450	Macrod2os1	lncRNA
2	141482410	141482516	1	ENSMUSG00000119211	Gm25583	snRNA
2	141680709	141681259	1	ENSMUSG00000082412	Fau-ps1	processed_pseudogene
2	142223908	142224211	1	ENSMUSG00002076022	Gm56455	misc_RNA
2	142412428	142412866	1	ENSMUSG00000081125	Rpl26-ps5	processed_pseudogene
2	142418848	142419777	1	ENSMUSG00000083215	Rbmx2-ps	processed_pseudogene
2	26279351	26287134	1	ENSMUSG00000026926	Pmpca	protein_coding
5	124332970	124338409	1	ENSMUSG00000089842	Pitpnm2os2	lncRNA
5	115034997	115050295	1	ENSMUSG00000029561	Oasl2	protein_coding
7	26948688	26957357	-1	ENSMUSG00000084974	Gm15567	lncRNA
7	26951601	26961677	1	ENSMUSG00000108378	Gm44641	lncRNA
7	26957858	26981569	1	ENSMUSG00000063160	Numbl	protein_coding
5	115055374	115061336	-1	ENSMUSG00000087477	Gm13822	lncRNA
5	115061299	115075974	1	ENSMUSG00000041827	Oasl1	protein_coding
2	114346897	114485445	-1	ENSMUSG00000057147	Dph6	protein_coding
7	26971193	26971817	-1	ENSMUSG00000083622	Gm15570	processed_pseudogene
7	27004561	27037117	-1	ENSMUSG00000040488	Ltbp4	protein_coding
5	115080217	115087842	1	ENSMUSG00000029559	2210016L21Rik	protein_coding
5	115087039	115109153	-1	ENSMUSG00000029556	Hnf1a	protein_coding
11	94299217	94365024	-1	ENSMUSG00000020866	Cacna1g	protein_coding
2	114484906	114528320	1	ENSMUSG00000084785	Gm13972	lncRNA
2	114538593	114539374	1	ENSMUSG00000082997	Gm13975	processed_pseudogene
2	114684574	114874453	1	ENSMUSG00000085222	Gm13974	lncRNA
2	114728397	115051189	-1	ENSMUSG00000101448	Gm28494	lncRNA
2	114769051	114770069	1	ENSMUSG00000099361	Gm28492	lncRNA
2	114866900	114867793	-1	ENSMUSG00000084222	Gm13973	processed_pseudogene
2	114966031	114968267	1	ENSMUSG00000099802	Gm28493	lncRNA
2	115159745	115174761	-1	ENSMUSG00000087309	4930528P14Rik	lncRNA
2	115174866	115177449	1	ENSMUSG00000086197	Gm13976	lncRNA
2	115323994	115358225	-1	ENSMUSG00000085582	3110099E03Rik	lncRNA
2	115387267	115412036	-1	ENSMUSG00000086735	Gm13977	lncRNA
5	115106843	115136105	1	ENSMUSG00000086054	Hnf1aos1	lncRNA
2	115412197	115609249	1	ENSMUSG00000040282	Cdin1	protein_coding
5	115106882	115109459	1	ENSMUSG00000086140	Hnf1aos2	lncRNA
5	115113515	115114072	1	ENSMUSG00000106838	1810017P11Rik	TEC
5	115149196	115236849	1	ENSMUSG00000029550	Sppl3	protein_coding
2	115469206	115469294	1	ENSMUSG00000088606	Mir1951	miRNA
2	26286261	26299215	-1	ENSMUSG00000026925	Inpp5e	protein_coding
5	115177829	115179143	1	ENSMUSG00000107054	C730045M19Rik	TEC
5	115191528	115191899	-1	ENSMUSG00000086167	Gm13827	processed_pseudogene
5	115240982	115248327	-1	ENSMUSG00000072692	Rpl37rt	transcribed_processed_pseudogene
5	115248358	115257405	-1	ENSMUSG00000029545	Acads	protein_coding
5	115260609	115273034	-1	ENSMUSG00000046562	Unc119b	protein_coding
5	42010653	42011544	-1	ENSMUSG00000107259	Gm5298	processed_pseudogene
5	42048685	42048766	1	ENSMUSG00000098264	Mir6414	miRNA
5	42091740	42093015	-1	ENSMUSG00000106884	Gm20156	processed_pseudogene
2	142459394	142743451	-1	ENSMUSG00000038844	Kif16b	protein_coding
5	42225303	42374141	1	ENSMUSG00000067285	Gm16223	lncRNA
5	110194005	110220379	-1	ENSMUSG00000090963	Gm17655	protein_coding
5	110224002	110242328	-1	ENSMUSG00000109771	Gm35315	protein_coding
5	110247835	110253819	1	ENSMUSG00000064247	Plcxd1	protein_coding
5	110251841	110256063	-1	ENSMUSG00000033434	Gtpbp6	protein_coding
7	27041558	27055444	-1	ENSMUSG00000089832	Shkbp1	protein_coding
5	110257958	110277660	1	ENSMUSG00000023284	Zfp605	protein_coding
2	142628816	142628931	1	ENSMUSG00000088134	Gm22310	snoRNA
2	142744885	142745492	1	ENSMUSG00000086504	Kif16bos	lncRNA
2	142904959	142914773	1	ENSMUSG00000008333	Snrpb2	protein_coding
5	110265888	110266715	-1	ENSMUSG00000081865	Gm15484	processed_pseudogene
5	33535893	33577098	1	ENSMUSG00000037355	Uvssa	protein_coding
2	142920393	142923633	1	ENSMUSG00000027416	Otor	protein_coding
2	142971640	142972259	-1	ENSMUSG00000082903	Gm14083	processed_pseudogene
2	142992750	142993550	-1	ENSMUSG00000083047	Gm14082	processed_pseudogene
2	143191432	143191581	1	ENSMUSG00000083787	Gm11644	processed_pseudogene
2	143348331	143348979	-1	ENSMUSG00000080895	Gm11645	processed_pseudogene
2	143377396	143389757	-1	ENSMUSG00000086171	Pcsk2os1	lncRNA
2	143388076	143658205	1	ENSMUSG00000027419	Pcsk2	protein_coding
7	27052074	27056844	-1	ENSMUSG00000092367	Gm20479	protein_coding
7	27055808	27147111	-1	ENSMUSG00000011751	Sptbn4	protein_coding
5	33588078	33591320	-1	ENSMUSG00000029112	Nkx1-1	protein_coding
5	33593969	33594808	-1	ENSMUSG00000107248	Gm43851	lncRNA
2	143589503	143637885	-1	ENSMUSG00000087115	Pcsk2os2	lncRNA
5	33757691	33786979	-1	ENSMUSG00000037339	Fam53a	protein_coding
2	143668448	143705093	-1	ENSMUSG00000027420	Bfsp1	protein_coding
2	143697569	143697996	1	ENSMUSG00000082987	Rps13-ps6	processed_pseudogene
2	143719869	143720199	1	ENSMUSG00000081293	Gm11673	processed_pseudogene
2	143723097	143723429	1	ENSMUSG00000080711	Gm11686	processed_pseudogene
2	143757240	143785244	1	ENSMUSG00000015932	Dstn	protein_coding
2	26299443	26335228	-1	ENSMUSG00000026924	Sec16a	protein_coding
5	33787269	33789436	1	ENSMUSG00000097271	Gm9903	lncRNA
5	33792296	33809918	-1	ENSMUSG00000004642	Slbp	protein_coding
5	113711246	113734534	-1	ENSMUSG00000120761		lncRNA
5	113750415	113788487	-1	ENSMUSG00000042190	Cmklr1	protein_coding
5	113783024	113783743	1	ENSMUSG00000085713	Gm15736	lncRNA
5	113830483	113862833	-1	ENSMUSG00000042184	1700069L16Rik	lncRNA
5	113873864	113878661	1	ENSMUSG00000053334	Ficd	protein_coding
5	113880507	113910571	-1	ENSMUSG00000018974	Sart3	protein_coding
7	27132561	27133794	1	ENSMUSG00000108416	Gm44924	lncRNA
7	27147403	27165569	1	ENSMUSG00000040466	Blvrb	protein_coding
7	27169196	27169960	-1	ENSMUSG00000082016	Pgam1-ps2	processed_pseudogene
7	27173193	27176789	1	ENSMUSG00000055200	Sertad3	protein_coding
7	27186335	27189741	1	ENSMUSG00000008384	Sertad1	protein_coding
2	143789315	143853183	-1	ENSMUSG00000027422	Rrbp1	protein_coding
5	113905184	113905387	1	ENSMUSG00000105031	Gm3511	processed_pseudogene
5	113910809	113916349	1	ENSMUSG00000025825	Iscu	protein_coding
7	27196813	27219639	1	ENSMUSG00000053198	Prx	protein_coding
7	27202143	27207547	-1	ENSMUSG00000087371	Gm15541	lncRNA
7	27222692	27230600	1	ENSMUSG00000040424	Hipk4	protein_coding
5	113931790	113938577	-1	ENSMUSG00000054675	Tmem119	protein_coding
7	27230843	27231180	-1	ENSMUSG00000119958		lncRNA
7	27231425	27252643	-1	ENSMUSG00000003363	Pld3	protein_coding
5	113955286	113955653	1	ENSMUSG00000104972	Gm19931	processed_pseudogene
5	113956597	113970705	-1	ENSMUSG00000048163	Selplg	protein_coding
5	113980497	114046819	-1	ENSMUSG00000004530	Coro1c	protein_coding
2	26347156	26348328	1	ENSMUSG00000085543	Gm13568	lncRNA
2	143874979	143915899	1	ENSMUSG00000037307	Banf2	protein_coding
2	143901058	143910726	-1	ENSMUSG00000086384	Banf2os	lncRNA
2	143940735	144049910	-1	ENSMUSG00000074758	Gm5535	lncRNA
7	101201660	101210072	-1	ENSMUSG00000092517	Art2a	protein_coding
2	143984408	143985293	-1	ENSMUSG00000082480	Gm11687	processed_pseudogene
7	30333041	30335277	-1	ENSMUSG00000006311	Etv2	protein_coding
2	144085161	144086769	1	ENSMUSG00000085127	4930444E06Rik	lncRNA
2	144092043	144112826	-1	ENSMUSG00000027423	Snx5	protein_coding
7	30340424	30349742	-1	ENSMUSG00000036733	Rbm42	protein_coding
5	113980662	113981177	1	ENSMUSG00000090458	Gm17122	lncRNA
5	113998222	114001497	1	ENSMUSG00000106623	Gm43335	TEC
5	114038456	114042959	-1	ENSMUSG00000105071	Gm43336	TEC
5	114066616	114068195	-1	ENSMUSG00000105664	Gm42797	lncRNA
5	114066785	114066865	-1	ENSMUSG00000065320	Gm22056	snRNA
5	148678642	148679953	1	ENSMUSG00000086494	2210417A02Rik	lncRNA
5	148690133	148690250	-1	ENSMUSG00002076670	Gm55468	rRNA
5	148714773	148719890	1	ENSMUSG00000085740	4930505K14Rik	lncRNA
5	148757577	148774608	1	ENSMUSG00000087647	Gm15407	lncRNA
5	148808394	148931957	-1	ENSMUSG00000041298	Katnal1	protein_coding
7	30340426	30364362	-1	ENSMUSG00000094365	Gm21982	lncRNA
2	144103154	144103461	-1	ENSMUSG00000082436	Gm11688	processed_pseudogene
2	144103509	144103646	-1	ENSMUSG00000065725	Gm26165	snoRNA
2	144107899	144108136	-1	ENSMUSG00000077714	Snord17	snoRNA
2	26347915	26406675	-1	ENSMUSG00000026923	Notch1	protein_coding
7	30349802	30349977	1	ENSMUSG00000120870		lncRNA
7	30353136	30364419	-1	ENSMUSG00000078762	Haus5	protein_coding
5	148917248	148917903	-1	ENSMUSG00000106892	Gm42791	lncRNA
5	148863498	148863720	1	ENSMUSG00000106810	Gm43600	unprocessed_pseudogene
5	148883402	148885676	-1	ENSMUSG00000085639	Gm15410	lncRNA
5	148885707	148933376	-1	ENSMUSG00000085237	Gm15406	lncRNA
5	148887060	148888468	1	ENSMUSG00000079069	8430423G03Rik	lncRNA
5	148890558	148906932	-1	ENSMUSG00000108207	1810059H22Rik	lncRNA
5	148896088	148898522	1	ENSMUSG00000087272	Gm15409	lncRNA
5	148926866	148932033	-1	ENSMUSG00000106951	5930430L01Rik	lncRNA
5	148932461	148952678	-1	ENSMUSG00000085971	Gm15411	lncRNA
5	148943737	148950256	1	ENSMUSG00000086610	Gm15408	lncRNA
5	32636904	32637229	-1	ENSMUSG00000080753	Gm15613	processed_pseudogene
5	32664528	32808409	-1	ENSMUSG00000085234	Gm15614	lncRNA
5	32705280	32705661	-1	ENSMUSG00000107316	Gm42964	processed_pseudogene
5	32708004	32714750	1	ENSMUSG00000121439		lncRNA
11	64731426	64734579	-1	ENSMUSG00000086490	Gm12292	lncRNA
5	32708008	32714806	1	ENSMUSG00000106835	Gm43812	transcribed_unprocessed_pseudogene
11	65042736	65050717	-1	ENSMUSG00000020548	1700086D15Rik	lncRNA
5	32764364	32769149	-1	ENSMUSG00000107277	Gm10461	TEC
11	65164428	65256757	-1	ENSMUSG00000085162	Gm12295	lncRNA
5	32768515	32844401	1	ENSMUSG00000014932	Yes1	protein_coding
7	30370147	30371030	-1	ENSMUSG00000049761	Pmis2	protein_coding
7	30398351	30399961	1	ENSMUSG00000013083	2200002J24Rik	protein_coding
7	30409161	30409688	1	ENSMUSG00000066620	Gm4883	processed_pseudogene
7	30411634	30424959	1	ENSMUSG00000005553	Atp4a	protein_coding
11	93750069	93776592	-1	ENSMUSG00000054079	Utp18	protein_coding
11	93776678	93837811	1	ENSMUSG00000059474	Mbtd1	protein_coding
2	144112583	144123147	1	ENSMUSG00000027424	Mgme1	protein_coding
5	32787186	32788304	1	ENSMUSG00000107018	Gm43694	TEC
5	32853093	32870368	1	ENSMUSG00000118435	Gm50482	unitary_pseudogene
5	32870416	32871332	-1	ENSMUSG00000106680	Gm43852	TEC
5	32877674	32879799	1	ENSMUSG00000121281		lncRNA
5	32877735	32893538	1	ENSMUSG00000082305	Gm2420	transcribed_unprocessed_pseudogene
2	115693545	115896320	-1	ENSMUSG00000027210	Meis2	protein_coding
5	32893645	32942990	-1	ENSMUSG00000023452	Pisd	protein_coding
7	30427126	30428965	-1	ENSMUSG00000006315	Tmem147	protein_coding
7	30429004	30445354	1	ENSMUSG00000097320	Tmem147os	lncRNA
7	30429200	30443106	-1	ENSMUSG00000061099	Gapdhs	protein_coding
5	32896402	32896678	-1	ENSMUSG00000105647	Gm43695	lncRNA
5	32947164	33011600	-1	ENSMUSG00000054280	Prr14l	protein_coding
7	30437078	30447862	1	ENSMUSG00000098146	Gm26935	lncRNA
7	30437273	30437922	1	ENSMUSG00000120950		lncRNA
7	105074938	105120105	1	ENSMUSG00000030898	Cckbr	protein_coding
11	93840645	93859119	-1	ENSMUSG00000091228	Gm20390	protein_coding
11	102080446	102084907	1	ENSMUSG00000034793	G6pc3	protein_coding
5	32957248	32958309	-1	ENSMUSG00000105429	Gm43692	TEC
5	32995473	32995758	1	ENSMUSG00000106654	Gm2623	processed_pseudogene
5	33021045	33151580	1	ENSMUSG00000037426	Depdc5	protein_coding
7	144450268	144454690	1	ENSMUSG00000031073	Fgf15	protein_coding
11	102085258	102120992	-1	ENSMUSG00000008855	Hdac5	protein_coding
7	15425575	15427285	1	ENSMUSG00000093420	Obox4-ps33	unprocessed_pseudogene
7	15429138	15429242	1	ENSMUSG00000119732	Gm23714	snRNA
7	15453588	15454107	1	ENSMUSG00000093683	Obox4-ps34	unprocessed_pseudogene
7	15459851	15460237	-1	ENSMUSG00000105314	Ranbp2-ps11	processed_pseudogene
7	15484056	15493725	1	ENSMUSG00000074366	Obox5	protein_coding
7	15500739	15501124	-1	ENSMUSG00000104759	Ranbp2-ps12	processed_pseudogene
7	15521789	15522085	-1	ENSMUSG00000105410	Gtpbp4-ps7	processed_pseudogene
7	15554092	15559740	-1	ENSMUSG00000092576	Obox4-ps35	lncRNA
7	15567166	15573603	-1	ENSMUSG00000041583	Obox6	protein_coding
7	15599872	15613893	-1	ENSMUSG00000041578	Crx	protein_coding
7	15616542	15637945	1	ENSMUSG00000074365	Crxos	lncRNA
7	15640613	15641572	1	ENSMUSG00000106050	Ass-ps1	processed_pseudogene
7	15651133	15656327	-1	ENSMUSG00000041571	Selenow	protein_coding
7	15670108	15679999	-1	ENSMUSG00000041560	Nop53	protein_coding
7	15672687	15672795	-1	ENSMUSG00000080478	Snord23	snoRNA
7	15680173	15680420	1	ENSMUSG00000093249	Gm24576	misc_RNA
7	15680883	15701492	-1	ENSMUSG00000074364	Ehd2	protein_coding
2	26360071	26360131	-1	ENSMUSG00000098548	Mir6996	miRNA
2	144147095	144174066	-1	ENSMUSG00000037279	Ovol2	protein_coding
7	15704597	15781846	-1	ENSMUSG00000070808	Bicra	protein_coding
2	26448637	26449205	1	ENSMUSG00000082864	Gm13358	processed_pseudogene
2	144173379	144174559	1	ENSMUSG00000084837	1700108N11Rik	lncRNA
2	115905646	115906577	-1	ENSMUSG00000103562	2810405F15Rik	TEC
2	116358324	116358971	-1	ENSMUSG00000081787	Gm13991	processed_pseudogene
2	116678580	116707649	-1	ENSMUSG00000086462	Gm13990	lncRNA
7	15705808	15718579	1	ENSMUSG00000109984	Gm38948	lncRNA
2	35448278	35621006	1	ENSMUSG00000026883	Dab2ip	protein_coding
7	15782290	15783006	1	ENSMUSG00000120250		lncRNA
7	15795739	15830259	1	ENSMUSG00000078796	Zfp541	protein_coding
7	15832383	15851900	1	ENSMUSG00000006024	Napa	protein_coding
7	15853820	15861441	1	ENSMUSG00000006021	Kptn	protein_coding
7	15863751	15894988	1	ENSMUSG00000030376	Slc8a2	protein_coding
11	102120866	102120976	-1	ENSMUSG00000098863	Mir8101	miRNA
11	102139708	102156013	1	ENSMUSG00000034773	Hrob	protein_coding
7	81431930	81439226	-1	ENSMUSG00000025102	3110040N11Rik	protein_coding
11	102159569	102170288	1	ENSMUSG00000034768	Asb16	protein_coding
7	81439225	81444433	1	ENSMUSG00000109485	Gm45016	lncRNA
7	81439486	81440067	-1	ENSMUSG00000109427	Gm45845	TEC
7	81441822	81479179	-1	ENSMUSG00000025103	Btbd1	protein_coding
11	102175757	102180063	1	ENSMUSG00000034757	Tmub2	protein_coding
7	81492979	81498809	1	ENSMUSG00000120034		lncRNA
7	81508749	81534182	1	ENSMUSG00000038623	Tm6sf1	protein_coding
11	102180126	102187457	-1	ENSMUSG00000059995	Atxn7l3	protein_coding
5	33070975	33071074	1	ENSMUSG00000089080	Gm24003	snRNA
5	33141914	33143162	1	ENSMUSG00000105929	Gm43693	TEC
5	33176160	33185310	1	ENSMUSG00000018965	Ywhah	protein_coding
5	33207329	33207543	1	ENSMUSG00000107046	Gm43849	processed_pseudogene
5	33233382	33233714	1	ENSMUSG00000093885	Rpl35a-ps5	processed_pseudogene
5	33261563	33320214	1	ENSMUSG00000011034	Slc5a1	protein_coding
7	81510041	81512275	-1	ENSMUSG00000109110	Gm45014	lncRNA
7	81523952	81526268	1	ENSMUSG00000109243	Gm45867	TEC
7	81530999	81584221	-1	ENSMUSG00000025104	Hdgfl3	protein_coding
5	33284146	33284605	1	ENSMUSG00000081022	Gm15936	processed_pseudogene
5	33298293	33299766	-1	ENSMUSG00000081618	5033423K11Rik	transcribed_processed_pseudogene
7	81568691	81570098	-1	ENSMUSG00000109090	Gm45088	TEC
7	101439743	101440057	1	ENSMUSG00000110360	Gm45380	processed_pseudogene
