pluri_rep1	pluri_rep2	pluri_rep3	pluri_rep4	pluri_rep5	pluri_rep6
Sat1	480	372	190	172	159	183
Acot9	350	226	118	119	136	111
Prdx4	1998	1229	600	522	733	745
Ptchd1	1	1	2	2	0	1
Phex	3	3	0	2	0	0
Sms	2650	1783	910	939	1155	1092
Mbtps2	127	85	50	53	43	63
Smpx	1	0	0	0	0	0
Gm15169	0	0	0	0	0	0
Cnksr2	23	16	8	5	7	3
Rps6ka3	111	90	36	37	39	53
Eif1ax	2516	1561	741	849	863	837
Map7d2	490	387	187	184	195	188
Bclaf3	960	604	315	346	359	362
Sh3kbp1	39	19	16	7	14	16
Map3k15	51	34	16	12	18	12
Pdha1	1001	586	343	302	361	311
Adgrg2	1	1	1	0	0	1
Phka2	47	46	28	21	23	35
Rs1	0	0	0	0	0	0
Cdkl5	59	40	19	10	20	25
Scml2	127	52	26	48	28	35
Gm15262	36	17	7	5	4	4
Rai2	0	0	0	0	0	1
Nhs	15	4	7	4	12	5
Reps2	15	7	1	7	6	5
Rbbp7	1833	1199	515	506	627	564
Txlng	624	438	244	203	244	268
Syap1	182	104	48	56	55	70
Ctps2	148	112	39	52	49	55
S100g	70	38	40	35	93	60
Rnf138rt1	1	0	2	0	0	0
Ap1s2	90	43	34	30	39	26
Zrsr2	1591	1058	564	573	694	675
Car5b	19	5	3	5	9	8
Siah1b	459	309	155	147	166	162
Tmem27	0	0	0	0	0	0
Pir	295	196	85	80	78	76
Vegfd	26	11	9	9	4	7
Piga	76	55	32	39	30	38
Asb9	116	56	16	17	17	23
Mospd2	153	92	42	64	43	54
Fancb	50	35	20	18	24	29
Glra2	0	1	0	0	0	0
Gemin8	117	56	34	32	37	44
Gpm6b	7	6	2	2	3	4
Ofd1	392	207	121	102	148	143
Trappc2	124	80	41	37	39	40
Rab9	706	466	196	237	287	238
Tceanc	52	25	13	18	12	20
Egfl6	15	9	5	3	6	10
Tmsb4x	3412	2190	1221	1289	1348	1383
Prps2	156	101	53	58	56	45
Msl3	28	31	23	19	21	13
Arhgap6	5	6	0	2	2	1
Gm15261	2	1	0	1	0	0
Hccs	233	142	70	74	81	79
Mid1	1386	995	565	539	543	552
Gm15726	4	7	2	2	3	2
Gm15247	9	10	0	3	2	1
Gm21887	184	99	70	68	65	61
X2700069I18Rik	0	1	0	0	0	0
Zfhx4	6	7	4	5	3	3
Pex2	87	56	24	16	29	28
Gm8797	22	20	19	11	20	20
Pkia	12	11	4	3	6	2
Zc2hc1a	204	125	76	77	88	90
Stmn2	2278	1479	930	1077	1026	944
Hey1	111	45	31	42	11	25
Mrps28	1090	565	322	362	339	323
Tpd52	2116	1345	701	734	775	856
Zbtb10	247	175	84	81	92	99
C030034L19Rik	1	0	0	1	0	0
Zfp704	216	139	90	72	80	82
Pag1	31	37	11	16	10	12
Fabp5	2522	1541	807	844	1012	1058
Gm9833	18	12	8	7	3	3
Fabp9	6	1	3	0	1	6
Fabp4	5	1	0	1	1	3
Impa1	469	306	156	127	194	202
Zfand1	539	317	150	156	180	165
Chmp4c	268	168	128	98	123	142
Snx16	244	161	76	87	89	89
Gm2464	1	1	2	0	0	0
Ralyl	2	3	1	1	0	0
Lrrcc1	182	126	62	62	59	70
E2f5	493	289	164	196	182	185
X1810022K09Rik	2033	1488	953	962	1028	942
Car13	65	50	31	32	23	30
Car3	15	9	3	5	3	4
Car2	115	59	40	51	51	42
A930001A20Rik	1	1	0	0	1	0
Ythdf3	337	220	108	103	95	121
Gm30340	0	0	1	0	0	0
Mir124.2hg	3	4	1	2	0	1
Bhlhe22	7	9	3	1	1	5
Cyp7b1	21	9	3	3	3	6
Armc1	974	556	265	274	337	356
Mtfr1	439	252	120	124	138	134
Pde7a	253	164	67	83	77	95
Trim55	0	0	0	0	0	1
X4632415L05Rik	80	43	34	35	31	23
Cp	1	0	1	0	0	1
Hps3	88	49	27	19	26	24
Hltf	450	270	143	116	166	156
Gyg	127	95	33	38	59	46
Gm31693	10	12	7	13	3	5
Gm43672	21	16	20	13	7	11
Tbl1xr1	290	212	96	116	125	120
Naaladl2	1	1	0	0	0	0
Nlgn1	1	0	1	0	0	1
Ect2	917	634	318	317	325	315
Nceh1	153	74	61	46	67	42
Tnfsf10	1	3	1	0	1	0
Fndc3b	114	63	24	36	53	43
Pld1	9	9	6	7	6	5
Tnik	14	13	3	9	3	10
Slc2a2	0	0	0	0	0	0
X1700112D23Rik	2	0	1	0	1	2
Eif5a2	44	33	26	17	18	18
Rpl22l1	12403	8679	4254	4629	4695	4684
Gm33051	10	11	6	7	9	7
Mecom	3	4	1	2	1	2
Actrt3	3	3	2	1	0	0
Mynn	243	157	81	71	72	62
Lrrc34	319	232	130	131	125	129
Lrriq4	66	26	35	22	23	20
Lrrc31	56	64	37	41	32	28
X4933429H19Rik	14	5	2	1	6	7
Sec62	1858	1268	670	718	774	806
Gpr160	68	43	20	24	19	27
Phc3	82	44	26	39	37	38
Prkci	315	185	118	120	94	105
Skil	1011	657	322	317	283	313
Cldn11	1	1	0	0	1	1
Slc7a14	2	1	1	1	2	1
Kcnmb2	2	2	0	0	2	0
Zmat3	332	163	93	107	110	103
Pik3ca	230	169	74	76	84	98
Zfp639	298	235	116	104	111	131
Mfn1	225	142	93	74	101	98
Gnb4	186	134	62	58	72	62
Actl6a	2767	1789	940	992	1090	1118
Mrpl47	399	234	139	133	135	159
Ndufb5	3604	2235	1170	1220	1388	1352
Usp13	51	52	17	16	20	16
Pex5l	2	5	3	0	2	1
Ttc14	907	557	320	373	355	350
Ccdc39	29	16	14	8	15	15
Gm43140	6	1	4	0	0	1
Gm43077	3	0	2	0	0	0
Fxr1	2654	1822	938	931	1003	1000
Dnajc19	1715	1170	613	627	632	659
Gm42695	0	0	0	0	0	0
Sox2	4147	2772	1538	1555	1672	1837
Gm3143	18	14	4	7	11	4
Gm38509	9	5	2	6	3	3
Atp11b	606	338	160	169	221	214
Dcun1d1	150	100	49	38	44	35
Gm15952	15	9	6	6	6	7
Mccc1	193	136	52	61	63	67
Acad9	167	104	43	37	75	65
D3Ertd254e	127	92	27	44	42	47
Qrfpr	0	0	0	0	1	0
Anxa5	131	73	49	53	53	50
X1810062G17Rik	4	2	0	1	1	1
Gm11549	0	0	0	0	0	0
Exosc9	533	368	205	210	212	218
Ccna2	1019	656	315	345	337	356
Bbs7	50	38	29	21	35	27
Trpc3	2	0	1	0	3	0
X4932438A13Rik	294	227	101	87	119	95
Adad1	4	1	1	0	0	0
Il2	0	0	0	1	0	0
Cetn4	25	20	4	5	8	9
Bbs12	4	8	1	3	4	5
Fgf2	0	0	0	1	0	0
Nudt6	35	31	5	9	14	14
Spata5	517	381	163	149	158	170
Spry1	98	57	22	31	27	25
Gm5148	17	12	7	5	13	8
Ankrd50	90	53	33	39	38	49
Fat4	3	1	3	0	0	0
Intu	164	81	42	57	59	62
Slc25a31	111	50	26	25	36	40
Hspa4l	141	84	48	43	52	46
Plk4	434	281	150	148	129	152
Mfsd8	26	24	12	10	9	14
Abhd18	17	23	10	8	13	11
Larp1b	619	373	207	232	223	222
Pgrmc2	678	430	216	229	271	282
Gm40040	21	14	6	9	9	10
Platr4	72	33	23	28	20	31
X2400006E01Rik	119	82	41	44	39	33
Jade1	2140	1301	725	720	782	873
Sclt1	108	90	35	36	39	49
D3Ertd751e	61	38	22	13	28	27
Pcdh10	8	5	2	3	6	3
Pabpc4l	27	27	10	12	12	14
X1700018B24Rik	40	17	10	9	9	14
Pcdh18	3	5	2	2	1	1
Slc7a11	10	7	3	2	2	3
Noct	299	136	67	99	75	106
Elf2	388	294	139	175	171	161
Mgarp	288	175	72	90	106	103
Ndufc1	2270	1724	963	1079	1026	1094
Naa15	1551	983	498	474	516	536
Rab33b	59	38	21	16	33	24
Setd7	84	46	35	28	30	42
Mgst2	9	7	3	2	2	1
Maml3	26	22	15	6	12	9
Gm37170	4	0	0	0	0	1
Foxo1	199	145	60	88	86	93
Cog6	108	76	42	49	41	45
Lhfp	34	17	8	7	5	6
Gm43803	14	14	7	3	5	7
Nhlrc3	57	34	17	17	17	12
Proser1	240	182	97	93	89	98
Stoml3	3	1	2	0	0	1
Frem2	60	41	25	16	18	28
Gm30735	1	3	0	0	2	0
Ufm1	572	325	160	186	210	221
Trpc4	1	0	0	0	0	1
Postn	3	2	1	4	6	1
Supt20	433	320	171	172	171	208
Exosc8	1704	1125	588	540	670	663
Alg5	321	214	97	110	106	116
Smad9	4	3	0	2	1	1
Rfxap	349	236	111	101	111	125
Sertm1	8	2	4	6	3	2
Ccna1	8	5	2	1	0	3
Spg20	142	80	48	52	43	57
Ccdc169	0	7	3	2	0	1
Sohlh2	178	95	45	51	64	75
Dclk1	23	14	7	7	5	7
Nbea	109	63	32	36	46	36
Mab21l1	0	0	0	0	0	0
Tm4sf1	2	0	0	0	0	0
Tm4sf4	0	1	0	0	0	0
Wwtr1	291	185	106	128	122	111
Gm26671	0	0	1	0	0	0
Commd2	792	468	207	226	258	262
Rnf13	87	63	53	23	35	35
Pfn2	166	93	34	44	63	48
Tsc22d2	305	156	94	124	106	114
Serp1	1194	706	321	363	371	398
Eif2a	1185	752	350	385	425	447
Selenot	613	353	161	159	195	184
Erich6	2	3	3	0	1	0
Siah2	209	135	61	65	47	56
Gm43570	5	4	1	3	0	2
Med12l	46	38	9	18	11	10
P2ry14	12	7	6	7	6	4
Gpr87	0	1	0	0	0	0
Igsf10	8	9	5	6	3	4
Gm38186	0	0	1	0	0	0
Aadac	0	0	1	0	0	1
Mbnl1	118	81	52	44	49	51
Gm37035	0	0	0	0	0	0
P2ry1	5	4	2	3	1	0
Gm37696	1	1	0	0	0	3
Rap2b	318	183	132	135	134	118
B430305J03Rik	6	2	1	2	3	0
X9330121J05Rik	2	1	0	2	1	1
Arhgef26	107	47	26	29	27	39
Dhx36	1755	1191	614	688	641	707
Mme	131	77	50	62	55	51
Plch1	47	33	12	17	17	13
E130311K13Rik	38	23	15	15	20	19
Slc33a1	70	39	16	19	30	26
Gm26850	1	0	2	0	2	0
Gmps	2052	1419	666	615	669	681
Vmn2r1	1	3	1	0	0	0
Kcnab1	13	6	1	6	6	5
A330015K06Rik	0	1	0	0	1	0
Ssr3	978	596	322	313	350	381
Tiparp	892	499	292	283	292	298
Lekr1	17	11	6	3	6	6
Ccnl1	1662	947	478	498	441	465
Gm37305	9	7	1	6	4	3
Veph1	0	0	1	0	0	2
Ptx3	3	0	0	0	1	0
Shox2	10	8	0	3	1	4
Rsrc1	584	386	218	211	251	199
Mlf1	115	66	33	39	36	38
Gfm1	371	234	119	111	119	152
Lxn	133	71	26	25	54	47
Rarres1	7	3	2	1	3	2
Mfsd1	298	197	127	97	127	123
Iqcj	0	0	0	0	0	0
Schip1	25	8	7	9	9	6
X1110032F04Rik	15	1	1	3	4	2
Ift80	95	83	27	42	34	34
Smc4	2453	1560	835	874	951	928
Trim59	684	459	202	215	237	268
Kpna4	649	401	201	231	172	233
Arl14	0	0	0	0	0	0
Ppm1l	25	20	13	8	9	12
B3galnt1	29	21	4	4	11	8
Nmd3	1154	709	366	365	429	443
Sptssb	0	0	0	1	0	1
Slitrk3	0	0	0	0	0	0
Bche	6	6	0	1	4	2
Zbbx	0	0	0	0	0	0
Pdcd10	1313	844	375	411	429	438
Serpini1	75	29	20	18	24	17
Platr10	228	139	88	102	101	89
Golim4	72	53	41	20	32	37
Fstl5	1	1	1	0	0	2
Rapgef2	177	122	57	57	62	75
X6430573P05Rik	3	4	0	2	2	5
Fnip2	107	83	47	49	54	44
X4930589L23Rik	13	8	10	8	9	6
Ppid	2275	1456	692	692	775	815
Etfdh	122	73	30	30	37	42
X4930579G24Rik	115	78	40	35	40	38
Rxfp1	0	0	1	0	0	0
Tmem144	25	16	11	11	9	7
Fam198b	18	13	8	10	11	5
Gria2	3	4	1	1	0	2
Glrb	4	2	1	2	2	2
Pdgfc	42	30	24	20	14	18
Ctso	10	8	3	5	5	4
Tdo2	0	0	1	1	0	4
Gucy1b1	13	7	1	2	2	4
Gucy1a1	1	1	0	0	1	1
Map9	102	73	46	47	51	44
Rbm46	21	12	4	6	6	8
Lrat	0	0	2	4	0	0
Fgg	3	0	0	1	2	1
Fga	1	0	1	1	1	2
Fgb	6	4	1	3	8	9
Plrg1	384	219	131	122	158	125
Gm10710	0	1	0	0	0	0
Dchs2	1	0	0	0	0	0
Sfrp2	122	58	33	28	32	33
Gm26771	8	1	2	2	3	0
Tlr2	13	7	9	5	2	5
Tmem131l	192	140	75	59	61	71
Mnd1	689	419	214	213	216	228
Trim2	127	90	54	52	49	62
Gm6525	7	5	4	5	5	8
Fhdc1	12	5	4	7	5	4
Arfip1	74	53	27	20	23	26
Gm37240	1	2	0	0	0	0
Tmem154	6	1	0	0	0	0
Fbxw7	498	294	206	202	219	223
Gatb	98	63	27	32	32	32
Fam160a1	5	3	2	2	2	3
Glt28d2	2	3	2	0	1	5
Sh3d19	150	89	60	45	46	51
Rps3a1	47122	30895	14392	15270	17942	17481
Gm37933	7	5	3	3	3	2
Lrba	147	84	36	60	52	42
Mab21l2	0	0	4	1	1	3
Gm37876	3	3	2	1	0	0
Dclk2	231	151	89	80	86	101
Cd1d1	32	18	9	12	14	7
Kirrel	58	39	15	16	17	21
Etv3	92	52	40	48	23	38
Arhgef11	49	40	17	17	21	15
Pear1	1	0	0	0	0	0
Ntrk1	12	21	7	9	8	9
Sh2d2a	0	0	0	0	0	0
Prcc	312	192	89	105	117	118
Hdgf	4063	2649	1386	1400	1712	1630
Mrpl24	1584	1000	508	568	686	646
Rrnad1	74	45	26	30	29	48
Isg20l2	252	129	76	78	82	73
Crabp2	128	74	39	47	43	29
Nes	280	129	73	76	62	61
Bcan	4	5	1	2	2	3
Gpatch4	820	548	277	312	309	362
Naxe	741	472	249	247	337	323
Iqgap3	143	120	48	55	58	75
Mef2d	142	98	41	50	50	64
X1700113A16Rik	15	18	5	9	12	9
Gm3764	3	3	0	2	0	0
Rhbg	27	21	6	11	9	8
Tsacc	89	81	33	56	45	50
Cct3	7221	4819	2261	2274	2692	2700
Glmp	341	226	139	139	128	141
Tmem79	52	23	16	26	17	30
Smg5	408	321	160	189	177	165
Paqr6	5	0	2	1	1	2
Bglap3	36	32	10	9	14	17
Pmf1	573	379	236	215	281	298
Slc25a44	68	48	23	28	36	34
Sema4a	14	8	9	2	3	4
Lmna	123	73	37	42	47	46
Gm37584	13	2	4	2	2	0
Mex3a	260	147	72	89	86	88
Rab25	118	65	42	37	55	45
Lamtor2	2212	1489	743	779	891	919
Ubqln4	422	242	161	148	166	173
Ssr2	3540	2047	1271	1276	1370	1425
Arhgef2	219	149	66	67	91	95
Gm43714	1	3	0	0	0	0
X2810403A07Rik	329	216	118	140	115	114
Rit1	90	68	34	24	43	39
Gm17146	1	3	0	2	0	1
Syt11	136	88	33	39	43	49
Gon4l	784	573	252	281	312	325
Gm43713	2	5	2	1	1	1
Msto1	551	387	153	177	201	185
Dap3	1680	1065	498	525	605	616
Ash1l	415	292	135	157	165	172
Rusc1	59	36	11	19	25	21
Fdps	1850	1089	345	346	376	359
Hcn3	8	5	3	2	5	6
Clk2	154	107	51	41	43	46
Scamp3	674	437	205	225	249	260
Fam189b	47	37	19	18	19	20
Gba	79	54	22	28	32	31
Mtx1	712	436	241	224	307	297
Thbs3	58	46	16	19	26	29
Muc1	4	2	0	0	0	6
Trim46	7	5	1	5	8	2
Krtcap2	2373	1763	888	946	1130	1093
Dpm3	345	299	169	167	222	191
Slc50a1	171	127	53	57	79	73
Efna1	24	21	7	13	12	20
Efna3	37	29	8	21	14	11
Gm15998	2	0	1	0	0	0
Efna4	111	91	34	44	56	48
X4731419I09Rik	2	0	1	0	0	0
Adam15	87	68	32	32	40	32
Dcst2	0	0	0	0	0	0
Zbtb7b	24	18	10	8	10	9
Gm15417	5	8	2	3	3	8
Flad1	106	54	40	38	43	38
Cks1b	3333	1899	932	950	1053	1035
Shc1	132	100	50	63	63	45
Pygo2	87	52	41	45	28	39
Pbxip1	68	40	28	16	29	26
Pmvk	565	325	143	138	178	189
Kcnn3	0	0	0	0	0	1
Adar	113	79	43	48	42	37
Chrnb2	1	1	0	2	1	3
X4632404H12Rik	24	4	6	9	7	10
Ube2q1	807	525	271	311	331	324
She	14	13	6	4	7	10
Il6ra	16	5	2	3	2	2
Gm42809	1	0	0	0	0	2
Atp8b2	68	43	16	17	20	31
Hax1	830	504	275	284	338	361
Gm19710	5	3	2	0	0	2
Ubap2l	1789	1273	692	671	692	740
X4933434E20Rik	298	181	109	110	130	123
Tpm3	1421	943	485	500	565	571
Nup210l	7	1	2	5	3	1
Rps27	1592	920	236	182	173	162
Rab13	101	63	35	24	29	47
Jtb	586	352	166	164	204	175
Creb3l4	17	7	2	4	4	2
Slc39a1	73	54	32	31	49	33
Crtc2	45	37	15	20	19	14
Dennd4b	26	27	17	9	10	13
X4930537H20Rik	6	2	0	2	2	2
Gatad2b	481	341	185	192	174	191
Slc27a3	101	73	27	30	38	46
Ints3	304	203	100	110	112	138
Npr1	110	76	33	35	49	56
Ilf2	1596	1082	544	571	651	644
Snapin	287	166	70	81	120	110
Chtop	1094	683	393	339	411	423
S100a1	70	40	28	34	40	35
S100a13	180	124	75	91	87	73
S100a14	8	9	2	5	6	6
S100a16	36	31	6	13	14	12
S100a3	8	6	0	0	1	6
S100a4	0	0	1	0	0	1
S100a6	373	242	134	168	191	196
Lor	60	11	11	5	9	13
Gm9774	9	11	3	3	5	4
Sprr1a	8	3	1	3	1	4
Ivl	0	0	0	0	0	0
X2210017I01Rik	0	0	0	0	0	0
Lce6a	1	1	0	1	0	1
Crct1	6	2	2	4	0	2
Gm37245	26	17	13	11	19	19
Rptn	9	3	5	2	2	2
Tchh	103	90	45	38	53	40
S100a11	947	678	372	381	461	420
S100a10	1059	633	329	399	426	396
Them4	123	79	37	28	57	52
Them5	6	3	3	5	5	3
Rorc	2	0	0	1	1	0
Tdrkh	85	55	24	27	34	38
Oaz3	2	0	1	0	1	0
Mrpl9	591	362	205	215	242	258
Riiad1	2	7	3	3	2	1
Celf3	4	3	0	0	2	1
Snx27	424	238	129	129	145	161
Tuft1	26	18	9	16	14	19
Gm15234	7	5	2	3	1	2
Cgn	138	72	29	54	61	57
Pogz	295	187	103	79	98	100
Psmb4	4178	2698	1374	1427	1684	1639
Selenbp1	22	15	7	6	10	8
Rfx5	49	40	14	18	19	26
B230398E01Rik	9	2	1	2	5	5
Pi4kb	60	30	16	9	16	19
A730011C13Rik	1	1	1	0	2	1
Gm15265	11	3	4	1	0	1
Zfp687	141	73	40	32	37	58
Psmd4	3375	2450	1368	1332	1501	1556
Pip5k1a	475	304	151	144	202	197
Vps72	497	298	133	157	201	191
Scnm1	297	214	108	104	168	143
Lysmd1	25	14	10	3	8	9
Sema6c	29	21	4	14	13	7
Gabpb2	272	179	89	104	102	108
Gm16740	29	12	5	8	11	9
Mllt11	66	41	21	17	30	21
Cdc42se1	164	116	68	49	79	69
Gm128	33	16	8	11	11	23
Bnipl	6	5	1	1	4	6
Prune1	181	144	63	45	78	94
Mindy1	117	81	49	37	48	35
Anxa9	1	2	0	1	1	0
X6330562C20Rik	3	2	2	3	1	1
Cers2	257	186	78	69	105	81
Setdb1	572	336	218	227	201	211
Gm4349	75	44	14	23	17	32
Arnt	201	142	76	75	62	69
Ctsk	1	0	0	3	0	0
Hormad1	970	662	265	269	291	307
Golph3l	102	71	28	39	48	31
Ensa	556	289	165	184	164	191
Mcl1	3970	2470	1357	1336	1521	1485
Adamtsl4	14	12	4	7	2	7
Ecm1	22	16	6	9	10	5
Tars2	303	196	122	104	132	120
Rprd2	416	253	134	144	143	129
Prpf3	384	274	123	130	130	151
Mrps21	655	500	287	310	351	341
C920021L13Rik	6	2	2	6	1	3
Ciart	36	31	15	23	22	12
BC028528	50	28	19	17	16	6
Aph1a	230	154	75	90	106	94
Car14	25	22	13	12	11	16
Anp32e	2668	1632	814	877	935	968
Plekho1	98	64	32	28	35	29
Vps45	64	43	26	22	26	28
Otud7b	215	139	78	75	81	85
Mtmr11	9	2	4	1	1	3
Gm17690	12	5	3	2	3	6
Sf3b4	681	421	213	226	279	269
Sv2a	12	14	5	5	5	7
Bola1	1001	702	366	359	426	423
Hist2h2ab	7	4	0	4	1	5
Hist2h2ac	156	126	78	75	118	111
Hist2h2be	4	1	1	2	5	1
Hist2h3c2	5	6	0	2	4	2
Gm20632	3	5	0	2	2	1
Gm20633	2	2	0	1	2	2
Hist2h2aa1	9	14	2	3	7	3
Hist2h3c1	20	15	8	3	10	4
Hist2h4	44	30	15	19	19	26
Gm20628	7	2	6	6	3	7
Hist2h3b	5	3	0	2	0	2
Gm42743	9	7	2	4	7	5
Hist2h2bb	72	80	62	63	79	84
BC107364	5	5	0	1	3	3
Hfe2	7	4	0	2	4	0
Gm15441	5	7	4	3	3	1
Txnip	888	710	230	279	393	410
Polr3gl	54	44	25	22	15	18
Ankrd34a	8	4	2	4	0	3
Lix1l	45	27	8	9	11	6
Rbm8a	2409	1626	841	887	998	997
Pex11b	87	66	39	36	40	38
Gm42957	3	2	1	1	1	0
Itga10	5	1	1	1	2	0
Ankrd35	98	64	36	39	43	34
Pias3	73	47	28	27	38	32
Nudt17	65	36	30	30	22	30
Polr3c	259	160	86	87	97	93
Rnf115	506	294	139	152	188	187
Cd160	6	4	2	2	1	0
Pdzk1	109	52	13	27	21	31
Gpr89	179	120	59	67	74	62
Gja5	0	0	2	0	0	0
Acp6	581	375	176	215	257	254
Bcl9	93	61	30	39	30	41
Chd1l	300	173	105	100	125	119
Fmo5	9	8	2	2	3	3
Prkab2	136	100	43	46	56	48
Pde4dip	73	53	25	14	30	37
Sec22b	342	223	112	114	145	115
Notch2	61	47	23	20	17	25
Adam30	3	4	0	1	1	1
Hmgcs2	3	2	1	0	1	1
Phgdh	1204	770	370	427	470	439
Zfp697	8	6	2	3	3	1
Hsd3b6	0	0	0	0	0	0
Hsd3b1	0	0	0	0	0	0
Wars2	16	9	11	7	6	8
Tbx15	3	0	0	1	0	0
Wdr3	640	454	190	240	204	254
Gdap2	51	40	17	25	21	21
Fam46c	74	33	24	22	18	22
Man1a2	269	177	82	82	113	109
Vtcn1	1	0	0	1	0	0
Trim45	34	27	12	17	17	18
Ttf2	343	249	140	136	131	137
Ptgfrn	107	69	38	34	40	59
Cd2	24	24	10	9	8	9
Igsf3	223	174	81	66	84	89
Atp1a1	1075	741	341	375	376	385
Mab21l3	7	5	1	4	1	4
Slc22a15	2	7	0	1	2	1
Nhlh2	0	5	1	1	1	0
Casq2	4	2	0	1	2	0
Vangl1	294	190	101	73	79	80
Gm16160	2	0	0	0	0	0
Gm43242	0	0	0	0	0	0
Ngf	5	1	0	1	1	1
Tspan2os	26	20	11	10	9	12
Tspan2	111	81	40	29	38	54
Tshb	0	3	3	1	0	0
Sycp1	280	129	72	71	76	94
Nr1h5	0	0	0	1	1	0
Sike1	403	291	131	123	137	139
Csde1	2617	1749	857	852	932	914
Nras	567	364	246	209	242	244
Gm43062	7	8	7	5	5	3
Ampd1	14	8	2	6	1	4
Dennd2c	207	150	62	73	74	75
Bcas2	3495	2173	1087	1133	1241	1223
Trim33	1121	665	371	385	398	354
Syt6	2	1	1	1	0	0
Olfml3	9	12	5	6	4	3
Hipk1	192	106	82	72	57	72
Dclre1b	44	34	9	12	21	22
Ap4b1	28	35	15	12	27	19
Ptpn22	23	19	4	2	8	9
Rsbn1	446	277	145	175	184	210
Phtf1os	9	14	5	6	6	4
Phtf1	157	91	67	54	59	51
Magi3	91	65	18	25	29	31
Lrig2	76	56	39	36	33	37
Slc16a1	580	372	176	170	184	169
Ppm1j	43	28	17	17	17	17
Rhoc	350	227	116	114	136	113
Mov10	431	275	128	143	153	155
Capza1	533	298	173	154	167	218
St7l	56	45	21	21	32	35
Wnt2b	0	0	0	0	0	0
Cttnbp2nl	115	84	45	42	41	47
Kcnd3	0	1	1	0	1	1
Ddx20	397	269	140	137	135	158
Fam212b	22	11	6	2	6	4
Gm43848	9	2	1	3	1	1
Rap1a	848	546	222	235	288	302
I830077J02Rik	1	2	1	1	1	0
Atp5f1	6170	3873	1925	2057	2317	2158
Wdr77	785	502	268	276	331	301
Ovgp1	14	6	6	2	2	5
Pifo	20	8	4	8	6	5
Gm42722	2	2	0	1	0	1
Dennd2d	2	1	0	0	1	2
Cept1	131	104	45	44	36	53
Dram2	137	114	38	39	53	47
Lrif1	206	136	73	64	74	84
AI504432	0	4	0	1	0	2
Cym	1	0	0	0	0	0
Prok1	0	0	1	0	0	0
Lamtor5	1246	734	385	401	464	474
Slc16a4	8	4	2	3	2	2
Rbm15	315	229	131	127	121	101
Kcnc4	14	5	5	3	7	1
Slc6a17	2	3	1	1	4	5
Alx3	0	1	0	0	0	0
Strip1	162	150	74	65	69	64
Ahcyl1	386	253	113	139	116	146
Csf1	6	0	0	1	4	0
X4933431E20Rik	14	3	3	2	3	4
Gstm5	402	255	121	158	159	169
Gstm7	22	7	11	6	9	8
Gstm6	86	69	28	31	30	45
Gstm3	58	32	15	16	31	28
Gstm2	226	187	87	120	97	103
Gstm1	695	486	294	329	374	351
Gstm4	54	41	22	25	17	25
Ampd2	75	67	33	20	39	40
Gm12500	6	0	1	1	1	0
Gnat2	11	10	1	8	3	5
Gnai3	822	466	234	271	286	285
Gpr61	0	1	0	0	0	0
Gm12524	2	0	0	0	0	0
Amigo1	7	8	2	5	3	4
Cyb561d1	11	11	13	4	4	5
Atxn7l2	37	30	17	8	17	11
Sypl2	5	2	1	0	2	0
Psma5	3151	1881	951	1032	1147	1136
Sort1	77	37	23	35	22	25
Mybphl	0	0	0	0	0	0
Psrc1	566	394	249	230	285	242
Celsr2	35	18	11	13	13	11
Sars	1271	918	451	493	586	561
X5330417C22Rik	3	0	0	1	1	2
Tmem167b	60	36	15	22	22	18
Taf13	256	157	74	80	103	89
Wdr47	140	74	43	48	44	55
Clcc1	94	67	32	40	28	39
Gpsm2	100	70	24	27	33	38
Stxbp3	172	119	45	59	48	52
Fndc7	0	0	0	0	0	1
Prpf38b	1228	791	490	479	527	573
Fam102b	20	18	11	9	10	3
Gm43221	1	0	1	0	0	0
Slc25a24	10	12	8	7	4	7
Vav3	21	15	5	7	3	6
Ntng1	2	5	2	2	1	2
Prmt6	112	78	39	39	38	37
C130013H08Rik	7	10	1	4	8	7
Amy1	2	3	0	0	0	0
Rnpc3	274	152	91	86	102	98
Col11a1	14	7	3	1	4	4
S1pr1	15	10	5	2	9	0
Gm9889	2	3	1	5	1	2
Dph5	213	131	64	68	90	83
Slc30a7	73	57	21	25	28	38
Extl2	48	41	17	20	12	23
Vcam1	3	1	0	0	0	0
Cdc14a	42	32	16	13	19	18
Rtca	334	240	107	119	136	154
Gm26530	3	4	1	0	0	2
Dbt	248	176	97	97	105	112
Lrrc39	4	0	3	1	2	0
Trmt13	176	106	54	54	65	50
Sass6	183	113	39	53	49	63
Gm42893	7	9	0	4	1	0
Mfsd14a	427	295	137	142	161	172
Slc35a3	86	63	31	38	27	28
Agl	147	103	47	45	63	54
Frrs1	308	247	137	129	143	161
Palmd	0	0	0	0	0	0
Plppr4	0	0	0	0	1	1
Plppr5	0	0	0	0	0	0
Snx7	54	32	17	14	14	20
Dpyd	0	3	0	0	0	0
Ptbp2	289	196	76	79	98	109
Rwdd3	26	14	9	6	6	8
Tmem56	10	5	2	1	4	2
Alg14	110	58	30	24	32	30
Cnn3	1741	994	519	562	578	569
Slc44a3	17	9	3	5	4	2
F3	89	39	31	22	23	34
Abcd3	139	98	57	41	41	55
Arhgap29	134	104	45	60	53	50
Abca4	4	3	0	1	3	0
Gclm	1651	985	503	490	534	543
Dnttip2	2577	1581	794	832	850	878
Bcar3	69	36	27	28	24	22
